"If you have regular asthma flare-ups, low peak flow readings or other signs your asthma isn't well-controlled, make an appointment to see your doctor",Asthma attack
Asthma triggers vary from person to person,Asthma attack
"Common asthma attack triggers include: Pollen, pets, mold and dust mites Upper respiratory infections Tobacco smoke Inhaling cold, dry air Gastroesophageal reflux disease (GERD) Stress For many people, asthma symptoms get worse with a respiratory infection such as a cold",Asthma attack
Some people have asthma flare-ups caused by something in their work environment,Asthma attack
"Sometimes, asthma attacks occur with no apparent cause",Asthma attack
"See your doctor if improved hygiene doesn't eliminate the infestation, or if you develop a skin infection from scratching the bites",Body lice infestation
"While head lice live in your hair and feed on your scalp, body lice typically live in your clothes and bedding",Body lice infestation
They travel to your skin several times a day to feed on blood,Body lice infestation
The seams of your clothing are the most common places for body lice to lay their eggs (nits),Body lice infestation
"You can become infested with body lice if you come into close contact with a person who has body lice, or with clothing or bedding that is infested with body lice",Body lice infestation
"They include: War refugees Homeless people Victims of natural disasters Dogs, cats and other pets do not spread body lice",Body lice infestation
"However, a body lice infestation sometimes leads to complications such as:",Body lice infestation
Doctors know that breast cancer occurs when some breast cells begin growing abnormally,Breast cancer
"These cells divide more rapidly than healthy cells do and continue to accumulate, forming a lump or mass",Breast cancer
The cells may spread (metastasize) through your breast to your lymph nodes or to other parts of your body,Breast cancer
Breast cancer most often begins with cells in the milk-producing ducts (invasive ductal carcinoma),Breast cancer
Breast cancer may also begin in the glandular tissue called lobules (invasive lobular carcinoma) or in other cells or tissue within the breast,Breast cancer
"Researchers have identified hormonal, lifestyle and environmental factors that may increase your risk of breast cancer",Breast cancer
"But it's not clear why some people who have no risk factors develop cancer, yet other people with risk factors never do",Breast cancer
It's likely that breast cancer is caused by a complex interaction of your genetic makeup and your environment,Breast cancer
Inherited breast cancer Doctors estimate that about 5 to 10 percent of breast cancers are linked to gene mutations passed through generations of a family,Breast cancer
A number of inherited mutated genes that can increase the likelihood of breast cancer have been identified,Breast cancer
"The most common are breast cancer gene 1 (BRCA1) and breast cancer gene 2 (BRCA2), both of which significantly increase the risk of both breast and ovarian cancer",Breast cancer
"If you have a strong family history of breast cancer or other cancers, your doctor may recommend a blood test to help identify specific mutations in BRCA or other genes that are being passed through your family",Breast cancer
"Consider asking your doctor for a referral to a genetic counselor, who can review your family health history",Breast cancer
"A genetic counselor can also discuss the benefits, risks and limitations of genetic testing with you and guide you on appropriate genetic testing",Breast cancer
But having one or even several breast cancer risk factors doesn't necessarily mean you'll develop breast cancer,Breast cancer
Many women who develop breast cancer have no known risk factors other than simply being women,Breast cancer
Factors that are associated with an increased risk of breast cancer include:,Breast cancer
"Chronic bronchitis is defined as a productive cough that lasts at least three months, with recurring bouts occurring for at least two consecutive years",Bronchitis
"If you have chronic bronchitis, you're likely to have periods when your signs and symptoms worsen",Bronchitis
"At those times, you may have acute bronchitis on top of your chronic bronchitis",Bronchitis
"The first symptoms often include numbness or tingling in your thumb, index and middle fingers that comes and goes",Carpal tunnel syndrome
Carpal tunnel syndrome may also cause discomfort in your wrist and the palm of your hand,Carpal tunnel syndrome
Common carpal tunnel syndrome symptoms include: Tingling or numbness,Carpal tunnel syndrome
You may experience tingling and numbness in your fingers or hand,Carpal tunnel syndrome
"Usually the thumb and index, middle or ring fingers are affected, but not your little finger",Carpal tunnel syndrome
Sometimes there is a sensation like an electric shock in these fingers,Carpal tunnel syndrome
The sensation may travel from your wrist up your arm,Carpal tunnel syndrome
"These symptoms often occur while holding a steering wheel, phone or newspaper",Carpal tunnel syndrome
The sensation may wake you from sleep,Carpal tunnel syndrome
Many people shake out their hands to try to relieve their symptoms,Carpal tunnel syndrome
The numb feeling may become constant over time,Carpal tunnel syndrome
Weakness,Carpal tunnel syndrome
You may experience weakness in your hand and a tendency to drop objects,Carpal tunnel syndrome
"This may be due to the numbness in your hand or weakness of the thumb's pinching muscles, which are also controlled by the median nerve",Carpal tunnel syndrome
Permanent nerve and muscle damage can occur without treatment,Carpal tunnel syndrome
The median nerve runs from your forearm through a passageway in your wrist (carpal tunnel) to your hand,Carpal tunnel syndrome
"It provides sensation to the palm side of your thumb and fingers, except the little finger",Carpal tunnel syndrome
It also provides nerve signals to move the muscles around the base of your thumb (motor function),Carpal tunnel syndrome
Anything that squeezes or irritates the median nerve in the carpal tunnel space may lead to carpal tunnel syndrome,Carpal tunnel syndrome
"A wrist fracture can narrow the carpal tunnel and irritate the nerve, as can the swelling and inflammation resulting from rheumatoid arthritis",Carpal tunnel syndrome
There is no single cause in many cases,Carpal tunnel syndrome
It may be that a combination of risk factors contributes to the development of the condition,Carpal tunnel syndrome
"Although they may not directly cause carpal tunnel syndrome, they may increase your chances of developing or aggravating median nerve damage",Carpal tunnel syndrome
These include:,Carpal tunnel syndrome
Cancer cells invade nearby tissues and can break off from a tumor to spread (metastasize) elsewhere in the body,Cervical cancer
"It isn't clear what causes cervical cancer, but it's certain that HPV plays a role",Cervical cancer
"HPV is very common, and most women with the virus never develop cervical cancer",Cervical cancer
This means other factors â€” such as your environment or your lifestyle choices â€” also determine whether you'll develop cervical cancer,Cervical cancer
Types of cervical cancer The type of cervical cancer that you have helps determine your prognosis and treatment,Cervical cancer
The main types of cervical cancer are: Squamous cell carcinoma,Cervical cancer
"This type of cervical cancer begins in the thin, flat cells (squamous cells) lining the outer part of the cervix, which projects into the vagina",Cervical cancer
Most cervical cancers are squamous cell carcinomas,Cervical cancer
Adenocarcinoma,Cervical cancer
This type of cervical cancer begins in the column-shaped glandular cells that line the cervical canal,Cervical cancer
"Sometimes, both types of cells are involved in cervical cancer",Cervical cancer
"Very rarely, cancer occurs in other cells in the cervix",Cervical cancer
The rash is the telltale indication of chickenpox,Chickenpox
"Other signs and symptoms, which may appear one to two days before the rash, include: Fever Loss of appetite Headache Tiredness and a general feeling of being unwell (malaise) Once the chickenpox rash appears, it goes through three phases: Raised pink or red bumps (papules), which break out over several days Small fluid-filled blisters (vesicles), forming from the raised bumps over about one day before breaking and leaking Crusts and scabs, which cover the broken blisters and take several more days to heal New bumps continue to appear for several days",Chickenpox
"As a result, you may have all three stages of the rash â€” bumps, blisters and scabbed lesions â€” at the same time on the second day of the rash",Chickenpox
"Once infected, you can spread the virus for up to 48 hours before the rash appears, and you remain contagious until all spots crust over",Chickenpox
The disease is generally mild in healthy children,Chickenpox
"In severe cases, the rash can spread to cover the entire body, and lesions may form in the throat, eyes and mucous membranes of the urethra, anus and vagina",Chickenpox
New spots continue to appear for several days,Chickenpox
He or she usually can diagnose chickenpox by examining the rash and by noting the presence of accompanying symptoms,Chickenpox
"Your doctor can also prescribe medications to lessen the severity of chickenpox and treat complications, if necessary",Chickenpox
"Be sure to call ahead for an appointment and mention you think you or your child has chickenpox, to avoid waiting and possibly infecting others in a waiting room",Chickenpox
"Also, be sure to let your doctor know if any of these complications occur: The rash spreads to one or both eyes",Chickenpox
"The rash gets very red, warm or tender, indicating a possible secondary bacterial skin infection",Chickenpox
"The rash is accompanied by dizziness, disorientation, rapid heartbeat, shortness of breath, tremors, loss of muscle coordination, worsening cough, vomiting, stiff neck or a fever higher than 102 F (38",Chickenpox
Anyone in the household is immune deficient or younger than 6 months old,Chickenpox
The virus is transmitted by direct contact with the rash or by droplets dispersed into the air by coughing or sneezing,Chickenpox
Your risk of catching chickenpox is higher if you: Haven't had chickenpox Haven't been vaccinated for chickenpox Work in or attend a school or child care facility Live with children Most people who have had chickenpox or have been vaccinated against chickenpox are immune to chickenpox,Chickenpox
"If you've been vaccinated and still get chickenpox, symptoms are often milder, with fewer blisters and mild or no fever",Chickenpox
"A few people can get chickenpox more than once, but this is rare",Chickenpox
"But it can be serious and can lead to complications or death, especially in high-risk people",Chickenpox
"Chickenpox early in pregnancy can result in a variety of problems in a newborn, including low birth weight and birth defects, such as limb abnormalities",Chickenpox
A greater threat to a baby occurs when the mother develops chickenpox in the week before birth or within a couple of days after giving birth,Chickenpox
"Then it can cause a serious, life-threatening infection in a newborn",Chickenpox
"If you're pregnant and not immune to chickenpox, talk to your doctor about the risks to you and your unborn child",Chickenpox
"Chickenpox and shingles If you've had chickenpox, you're at risk of another disease caused by the varicella-zoster virus called shingles",Chickenpox
"After a chickenpox infection, some of the varicella-zoster virus may remain in your nerve cells",Chickenpox
"Many years later, the virus can reactivate and resurface as shingles â€” a painful band of short-lived blisters",Chickenpox
The virus is more likely to reappear in older adults and people with weakened immune systems,Chickenpox
Shingles can lead to its own complication â€” a condition in which the pain of shingles persists long after the blisters disappear,Chickenpox
"This complication, called postherpetic neuralgia, can be severe",Chickenpox
A shingles vaccine (Zostavax) is available and is recommended for adults age 60 and older who have had chickenpox,Chickenpox
"You might describe your chronic pelvic pain in one or more of the following ways: Severe and steady pain Pain that comes and goes (intermittent) Dull aching Sharp pains or cramping Pressure or heaviness deep within your pelvis In addition, you may experience: Pain during intercourse Pain while having a bowel movement or urinating Pain when you sit for long periods of time Your discomfort may intensify after standing for long periods and may be relieved when you lie down",Chronic pelvic pain
"The pain may be mild and annoying, or it may be so severe that you miss work, can't sleep and can't exercise",Chronic pelvic pain
"In general, make an appointment with your doctor if your pelvic pain disrupts your daily life or if your symptoms seem to be getting worse",Chronic pelvic pain
"Sometimes, a single disorder may be identified as the cause",Chronic pelvic pain
"In other cases, however, pain may be the result of several medical conditions",Chronic pelvic pain
"For example, a woman might have endometriosis and interstitial cystitis, both of which contribute to chronic pelvic pain",Chronic pelvic pain
Some causes of chronic pelvic pain include:,Chronic pelvic pain
"Many people feel an itching, burning or tingling sensation around their lips for a day or so before a small, hard, painful spot appears and blisters erupt",Cold sore
Blisters,Cold sore
Small fluid-filled blisters typically break out along the border where the outside edge of the lips meets the skin of the face,Cold sore
Cold sores can also occur around the nose or on the cheeks,Cold sore
Oozing and crusting,Cold sore
"The small blisters may merge and then burst, leaving shallow open sores that will ooze fluid and then crust over",Cold sore
"Signs and symptoms vary, depending on whether this is your first outbreak or a recurrence",Cold sore
"They can last several days, and the blisters can take two to four weeks to heal completely",Cold sore
Recurrences typically appear at the same spot each time and tend to be less severe than the first outbreak,Cold sore
"During first-time outbreaks, some people also experience: Fever Painful eroded gums Sore throat Headache Muscle aches Swollen lymph nodes Children under 5 years old may have cold sores inside their mouths and the lesions are commonly mistaken for canker sores",Cold sore
Canker sores involve only the mucous membrane and aren't caused by the herpes simplex virus,Cold sore
"When symptoms appear, they'll likely vary, depending on the cancer's size and location in your large intestine",Colon cancer
Talk to your doctor about when you should begin screening for colon cancer,Colon cancer
Guidelines generally recommend that colon cancer screenings begin at age 50,Colon cancer
"Your doctor may recommend more frequent or earlier screening if you have other risk factors, such as a family history of the disease",Colon cancer
Doctors know that colon cancer occurs when healthy cells in the colon develop errors in their DNA,Colon cancer
Healthy cells grow and divide in an orderly way to keep your body functioning normally,Colon cancer
"But when a cell's DNA is damaged and becomes cancerous, cells continue to divide â€” even when new cells aren't needed",Colon cancer
"As the cells accumulate, they form a tumor",Colon cancer
"With time, the cancer cells can grow to invade and destroy normal tissue nearby",Colon cancer
And cancerous cells can travel to other parts of the body,Colon cancer
"Inherited gene mutations that increase the risk of colon cancer Inherited gene mutations that increase the risk of colon cancer can be passed through families, but these inherited genes are linked to only a small percentage of colon cancers",Colon cancer
"Inherited gene mutations don't make cancer inevitable, but they can increase an individual's risk of cancer significantly",Colon cancer
The most common forms of inherited colon cancer syndromes are: Hereditary nonpolyposis colorectal cancer (HNPCC),Colon cancer
"HNPCC, also called Lynch syndrome, increases the risk of colon cancer and other cancers",Colon cancer
People with HNPCC tend to develop colon cancer before age 50,Colon cancer
Familial adenomatous polyposis (FAP),Colon cancer
FAP is a rare disorder that causes you to develop thousands of polyps in the lining of your colon and rectum,Colon cancer
People with untreated FAP have a greatly increased risk of developing colon cancer before age 40,Colon cancer
"FAP, HNPCC and other, rarer inherited colon cancer syndromes can be detected through genetic testing",Colon cancer
"If you're concerned about your family's history of colon cancer, talk to your doctor about whether your family history suggests you have a risk of these conditions",Colon cancer
Association between diet and increased colon cancer risk Studies of large groups of people have shown an association between a typical Western diet and an increased risk of colon cancer,Colon cancer
A typical Western diet is high in fat and low in fiber,Colon cancer
"When people move from areas where the typical diet is low in fat and high in fiber to areas where the typical Western diet is most common, the risk of colon cancer in these people increases significantly",Colon cancer
"It's not clear why this occurs, but researchers are studying whether a high-fat, low-fiber diet affects the microbes that live in the colon or causes underlying inflammation that may contribute to cancer risk",Colon cancer
This is an area of active investigation and research is ongoing,Colon cancer
"Signs and symptoms, which can vary from person to person, might include: Runny or stuffy nose Sore throat Cough Congestion Slight body aches or a mild headache Sneezing Low-grade fever Generally feeling unwell (malaise) The discharge from your nose may become thicker and yellow or green in color as a common cold runs its course",Common cold
This isn't an indication of a bacterial infection,Common cold
But seek medical attention right away if your child has any of the following: Fever of 100,Common cold
"A cold virus enters your body through your mouth, eyes or nose",Common cold
"The virus can spread through droplets in the air when someone who is sick coughs, sneezes or talks",Common cold
"It also spreads by hand-to-hand contact with someone who has a cold or by sharing contaminated objects, such as utensils, towels, toys or telephones",Common cold
"If you touch your eyes, nose or mouth after such contact or exposure, you're likely to catch a cold",Common cold
"Children younger than six are at greatest risk of colds, especially if they spend time in child-care settings",Common cold
Weakened immune system,Common cold
Having a chronic illness or otherwise weakened immune system increases your risk,Common cold
Time of year ,Common cold
"Both children and adults are more susceptible to colds in fall and winter, but you can get a cold any time",Common cold
"Common symptoms after a concussive traumatic brain injury are headache, loss of memory (amnesia) and confusion",Concussion
The amnesia usually involves forgetting the event that caused the concussion,Concussion
Signs and symptoms of a concussion may include: Headache or a feeling of pressure in the head Temporary loss of consciousness Confusion or feeling as if in a fog Amnesia surrounding the traumatic event Dizziness or seeing stars Ringing in the ears Nausea Vomiting Slurred speech Delayed response to questions Appearing dazed Fatigue You may have some symptoms of concussions immediately,Concussion
But concussions can be difficult to recognize in infants and toddlers because they can't describe how they feel,Concussion
"If your child doesn't have signs of a serious head injury, remains alert, moves normally and responds to you, the injury is probably mild and usually doesn't need further testing",Concussion
"In this case, if your child wants to nap, it's OK to let him or her sleep",Concussion
"If worrisome signs develop later, seek emergency care",Concussion
An athlete with a suspected concussion should not return to play until he or she has been medically evaluated by a health care professional trained in evaluating and managing concussions,Concussion
Children and adolescents should be evaluated by a health care professional trained in evaluating and managing pediatric concussions,Concussion
"Adult, child and adolescent athletes with a concussion also should not return to play on the same day as the injury",Concussion
It's cushioned from everyday jolts and bumps by cerebrospinal fluid inside your skull,Concussion
A violent blow to your head and neck or upper body can cause your brain to slide back and forth forcefully against the inner walls of your skull,Concussion
"Sudden acceleration or deceleration of the head, caused by events such as a car crash or being violently shaken, also can cause brain injury",Concussion
"These injuries affect brain function, usually for a brief period, resulting in signs and symptoms of concussion",Concussion
"This type of brain injury may lead to bleeding in or around your brain, causing symptoms such as prolonged drowsiness and confusion",Concussion
These symptoms may develop immediately or later,Concussion
Such bleeding in your brain can be fatal,Concussion
That's why anyone who experiences a brain injury needs monitoring in the hours afterward and emergency care if symptoms worsen,Concussion
"At first, the decreased blood flow may not cause any coronary artery disease symptoms",Coronary artery disease
"As plaque continues to build up in your coronary arteries, however, you may develop coronary artery disease signs and symptoms, including: Chest pain (angina)",Coronary artery disease
"You may feel pressure or tightness in your chest, as if someone were standing on your chest",Coronary artery disease
"This pain, referred to as angina, usually occurs on the middle or left side of the chest",Coronary artery disease
Angina is generally triggered by physical or emotional stress,Coronary artery disease
The pain usually goes away within minutes after stopping the stressful activity,Coronary artery disease
"In some people, especially women, this pain may be fleeting or sharp and felt in the neck, arm or back",Coronary artery disease
Shortness of breath,Coronary artery disease
"If your heart can't pump enough blood to meet your body's needs, you may develop shortness of breath or extreme fatigue with exertion",Coronary artery disease
A completely blocked coronary artery may cause a heart attack,Coronary artery disease
"The classic signs and symptoms of a heart attack include crushing pressure in your chest and pain in your shoulder or arm, sometimes with shortness of breath and sweating",Coronary artery disease
"Women are somewhat more likely than men are to experience less typical signs and symptoms of a heart attack, such as neck or jaw pain",Coronary artery disease
Sometimes a heart attack occurs without any apparent signs or symptoms,Coronary artery disease
Drive yourself only as a last resort,Coronary artery disease
"If you have risk factors for coronary artery disease â€” such as high blood pressure, high cholesterol, tobacco use, diabetes, a strong family history of heart disease or obesity â€” talk to your doctor",Coronary artery disease
"He or she may want to test you for the condition, especially if you have signs or symptoms of narrowed arteries",Coronary artery disease
"The damage may be caused by various factors, including: Smoking High blood pressure High cholesterol Diabetes or insulin resistance Sedentary lifestyle Once the inner wall of an artery is damaged, fatty deposits (plaque) made of cholesterol and other cellular waste products tend to accumulate at the site of injury in a process called atherosclerosis",Coronary artery disease
"If the surface of the plaque breaks or ruptures, blood cells called platelets will clump at the site to try to repair the artery",Coronary artery disease
"This clump can block the artery, leading to a heart attack",Coronary artery disease
Simply getting older increases your risk of damaged and narrowed arteries,Coronary artery disease
Men are generally at greater risk of coronary artery disease,Coronary artery disease
"However, the risk for women increases after menopause",Coronary artery disease
"A family history of heart disease is associated with a higher risk of coronary artery disease, especially if a close relative developed heart disease at an early age",Coronary artery disease
Your risk is highest if your father or a brother was diagnosed with heart disease before age 55 or if your mother or a sister developed it before age 65,Coronary artery disease
People who smoke have a significantly increased risk of heart disease,Coronary artery disease
Exposing others to your secondhand smoke also increases their risk of coronary artery disease,Coronary artery disease
"Uncontrolled high blood pressure can result in hardening and thickening of your arteries, narrowing the channel through which blood can flow",Coronary artery disease
High blood cholesterol levels,Coronary artery disease
High levels of cholesterol in your blood can increase the risk of formation of plaques and atherosclerosis,Coronary artery disease
"High cholesterol can be caused by a high level of low-density lipoprotein (LDL), known as the bad cholesterol",Coronary artery disease
"A low level of high-density lipoprotein (HDL), known as the good cholesterol, can be a sign of atherosclerosis",Coronary artery disease
Diabetes is associated with an increased risk of coronary artery disease,Coronary artery disease
"Type 2 diabetes and coronary artery disease share similar risk factors, such as obesity and high blood pressure",Coronary artery disease
Overweight or obesity,Coronary artery disease
Excess weight typically worsens other risk factors,Coronary artery disease
Physical inactivity,Coronary artery disease
"Lack of exercise also is associated with coronary artery disease and some of its risk factors, as well",Coronary artery disease
High stress,Coronary artery disease
Unrelieved stress in your life may damage your arteries as well as worsen other risk factors for coronary artery disease,Coronary artery disease
"When grouped together, certain risk factors put you at an even greater risk of coronary artery disease",Coronary artery disease
"For example, metabolic syndrome â€” a cluster of conditions that includes elevated blood pressure, high triglycerides, elevated insulin levels and excess body fat around the waist â€” increases the risk of coronary artery disease",Coronary artery disease
Sometimes coronary artery disease develops without any classic risk factors,Coronary artery disease
"Researchers are studying other possible factors, including: Sleep apnea",Coronary artery disease
This disorder causes you to repeatedly stop and start breathing while you're sleeping,Coronary artery disease
"Sudden drops in blood oxygen levels that occur during sleep apnea increase blood pressure and strain the cardiovascular system, possibly leading to coronary artery disease",Coronary artery disease
High sensitivity C-reactive protein,Coronary artery disease
High sensitivity C-reactive protein (hs-CRP) is a normal protein that appears in higher amounts when there's inflammation somewhere in your body,Coronary artery disease
High hs-CRP levels may be a risk factor for heart disease,Coronary artery disease
"It's thought that as coronary arteries narrow, you'll have more hs-CRP in your blood",Coronary artery disease
High triglycerides,Coronary artery disease
This is a type of fat (lipid) in your blood,Coronary artery disease
"High levels may raise the risk of coronary artery disease, especially for women",Coronary artery disease
Homocysteine,Coronary artery disease
Homocysteine is an amino acid your body uses to make protein and to build and maintain tissue,Coronary artery disease
But high levels of homocysteine may increase your risk of coronary artery disease,Coronary artery disease
"Many people, particularly older adults, don't feel thirsty until they're already dehydrated",Dehydration
That's why it's important to increase water intake during hot weather or when you're ill,Dehydration
The signs and symptoms of dehydration also may differ by age,Dehydration
"Other dehydration causes include: Diarrhea, vomiting",Dehydration
"Severe, acute diarrhea â€” that is, diarrhea that comes on suddenly and violently â€” can cause a tremendous loss of water and electrolytes in a short amount of time",Dehydration
"If you have vomiting along with diarrhea, you lose even more fluids and minerals",Dehydration
The problem worsens if you have a fever in addition to diarrhea and vomiting,Dehydration
Excessive sweating,Dehydration
You lose water when you sweat,Dehydration
"If you do vigorous activity and don't replace fluids as you go along, you can become dehydrated",Dehydration
"Hot, humid weather increases the amount you sweat and the amount of fluid you lose",Dehydration
Increased urination,Dehydration
This may be due to undiagnosed or uncontrolled diabetes,Dehydration
"Certain medications, such as diuretics and some blood pressure medications, also can lead to dehydration, generally because they cause you to urinate more",Dehydration
"The most likely group to experience severe diarrhea and vomiting, infants and children are especially vulnerable to dehydration",Dehydration
"Having a higher surface area to volume area, they also lose a higher proportion of their fluids from a high fever or burns",Dehydration
"Young children often can't tell you that they're thirsty, nor can they get a drink for themselves",Dehydration
The most common types of dermatitis include: Atopic dermatitis (eczema),Dermatitis/eczema
"Usually beginning in infancy, this red, itchy rash most commonly occurs where the skin flexes â€” inside the elbows, behind the knees and the front of the neck",Dermatitis/eczema
"When scratched, the rash can leak fluid and crust over",Dermatitis/eczema
People with atopic dermatitis may experience improvement and then flare-ups,Dermatitis/eczema
Contact dermatitis,Dermatitis/eczema
"This rash occurs on areas of the body that have come into contact with substances that either irritate the skin or cause an allergic reaction, such as poison ivy, soap and essential oils",Dermatitis/eczema
"The red rash may burn, sting or itch",Dermatitis/eczema
Blisters may develop,Dermatitis/eczema
Seborrheic dermatitis,Dermatitis/eczema
"This condition causes scaly patches, red skin and stubborn dandruff",Dermatitis/eczema
"It usually affects oily areas of the body, such as the face, upper chest and back",Dermatitis/eczema
It can be a long-term condition with periods of remission and flare-ups,Dermatitis/eczema
"In infants, this disorder is known as cradle cap",Dermatitis/eczema
"This form of dermatitis is likely related to a mix of factors, including dry skin, a gene variation, an immune system dysfunction, bacteria on the skin and environmental conditions",Dermatitis/eczema
"This condition results from direct contact with one of many irritants or allergens â€” such as poison ivy, jewelry containing nickel, cleaning products, perfumes, cosmetics, and even the preservatives in many creams and lotions",Dermatitis/eczema
This condition may be caused by a yeast (fungus) that is in the oil secretion on the skin,Dermatitis/eczema
People with seborrheic dermatitis may notice their condition tends to come and go depending on the season,Dermatitis/eczema
Examples include: Age,Dermatitis/eczema
"Dermatitis can occur at any age, but atopic dermatitis (eczema) usually begins in infancy",Dermatitis/eczema
Allergies and asthma,Dermatitis/eczema
"People who have a personal or family history of eczema, allergies, hay fever or asthma are more likely to develop atopic dermatitis",Dermatitis/eczema
Occupation,Dermatitis/eczema
"Jobs that put you in contact with certain metals, solvents or cleaning supplies increase your risk of contact dermatitis",Dermatitis/eczema
Being a health care worker is linked to hand eczema,Dermatitis/eczema
Health conditions,Dermatitis/eczema
"You may be at increased risk of seborrheic dermatitis if you have one of a number of conditions, such as congestive heart failure, Parkinson's disease and HIV",Dermatitis/eczema
These skin infections can spread and may very rarely become life-threatening,Dermatitis/eczema
"Viruses that can cause diarrhea include Norwalk virus, cytomegalovirus and viral hepatitis",Diarrhea NOS
Rotavirus is a common cause of acute childhood diarrhea,Diarrhea NOS
Bacteria and parasites,Diarrhea NOS
Contaminated food or water can transmit bacteria and parasites to your body,Diarrhea NOS
Parasites such as Giardia lamblia and cryptosporidium can cause diarrhea,Diarrhea NOS
"Common bacterial causes of diarrhea include campylobacter, salmonella, shigella and Escherichia coli",Diarrhea NOS
"When traveling in developing countries, diarrhea caused by bacteria and parasites is often called traveler's diarrhea",Diarrhea NOS
"Clostridium difficile infection can occur, especially after a course of antibiotics",Diarrhea NOS
"Many medications, such as antibiotics, can cause diarrhea",Diarrhea NOS
"Antibiotics destroy both good and bad bacteria, which can disturb the natural balance of bacteria in your intestines",Diarrhea NOS
Other drugs that cause diarrhea are cancer drugs and antacids with magnesium,Diarrhea NOS
Lactose intolerance,Diarrhea NOS
Lactose is a sugar found in milk and other dairy products,Diarrhea NOS
People who have difficulty digesting lactose have diarrhea after eating dairy products,Diarrhea NOS
"Your body makes an enzyme that helps digest lactose, but for most people, the levels of this enzyme drop off rapidly after childhood",Diarrhea NOS
This causes an increased risk of lactose intolerance as you age,Diarrhea NOS
Fructose,Diarrhea NOS
